"","word","n","product"
"3941","ups",1,"Google Home"
"3942","upstairs",1,"Google Home"
"3943","upvoted",1,"Google Home"
"3944","ur",1,"Google Home"
"3945","ursatong",1,"Google Home"
"3946","usage",1,"Google Home"
"3947","uscourts",1,"Google Home"
"3948","usd",1,"Google Home"
"3949","usga",1,"Google Home"
"3950","ussjoin",1,"Google Home"
"3951","usuall",1,"Google Home"
"3952","uth",1,"Google Home"
"3953","utilised",1,"Google Home"
"3954","utility",1,"Google Home"
"3955","vance",1,"Google Home"
"3956","vaporware",1,"Google Home"
"3957","varadkar's",1,"Google Home"
"3958","varied",1,"Google Home"
"3959","vbjbxkrhum",1,"Google Home"
"3960","vbjqztroxk",1,"Google Home"
"3961","vbtwvdsjzp",1,"Google Home"
"3962","vehicle",1,"Google Home"
"3963","velvet",1,"Google Home"
"3964","ventures",1,"Google Home"
"3965","vermin",1,"Google Home"
"3966","vghffuymnr",1,"Google Home"
"3967","vgjfelix",1,"Google Home"
"3968","vhxaoqolfo",1,"Google Home"
"3969","vhzsztbcoi",1,"Google Home"
"3970","viadelivers",1,"Google Home"
"3971","vibe",1,"Google Home"
"3972","victims",1,"Google Home"
"3973","viewers",1,"Google Home"
"3974","viewing",1,"Google Home"
"3975","vilnius",1,"Google Home"
"3976","violations",1,"Google Home"
"3977","violence",1,"Google Home"
"3978","vision",1,"Google Home"
"3979","visitors",1,"Google Home"
"3980","visual",1,"Google Home"
"3981","visualize",1,"Google Home"
"3982","viva",1,"Google Home"
"3983","vlogs",1,"Google Home"
"3984","voiceter",1,"Google Home"
"3985","voiceui",1,"Google Home"
"3986","vote",1,"Google Home"
"3987","voya",1,"Google Home"
"3988","vperrin",1,"Google Home"
"3989","vpiqjxpgkd",1,"Google Home"
"3990","vpkgrjidif",1,"Google Home"
"3991","vshowrooms",1,"Google Home"
"3992","vt",1,"Google Home"
"3993","vtscwarexw",1,"Google Home"
"3994","vulnerab",1,"Google Home"
"3995","vulnerabilities",1,"Google Home"
"3996","vwmgagmorj",1,"Google Home"
"3997","vwsglcfjew",1,"Google Home"
"3998","vzzrdkmw",1,"Google Home"
"3999","waaay",1,"Google Home"
"4000","waca",1,"Google Home"
"4001","waged",1,"Google Home"
"4002","wah",1,"Google Home"
"4003","waiting",1,"Google Home"
"4004","waitlist",1,"Google Home"
"4005","walk",1,"Google Home"
"4006","walmartcomus",1,"Google Home"
"4007","wantin",1,"Google Home"
"4008","warm",1,"Google Home"
"4009","warning",1,"Google Home"
"4010","warren",1,"Google Home"
"4011","warrenwhitlock",1,"Google Home"
"4012","warriors",1,"Google Home"
"4013","waste",1,"Google Home"
"4014","water",1,"Google Home"
"4015","waterdamagerepair",1,"Google Home"
"4016","waterdamagerestoration",1,"Google Home"
"4017","waterville",1,"Google Home"
"4018","waypoint",1,"Google Home"
"4019","wcax",1,"Google Home"
"4020","wdlnykwbtn",1,"Google Home"
"4021","weapon",1,"Google Home"
"4022","wearable",1,"Google Home"
"4023","webinar",1,"Google Home"
"4024","webiste",1,"Google Home"
"4025","webkite",1,"Google Home"
"4026","webmarketing",1,"Google Home"
"4027","weed",1,"Google Home"
"4028","weekend",1,"Google Home"
"4029","weekend's",1,"Google Home"
"4030","weigeled",1,"Google Home"
"4031","weirdresponsestoiloveyou",1,"Google Home"
"4032","wellness",1,"Google Home"
"4033","wemo",1,"Google Home"
"4034","weowdkikmb",1,"Google Home"
"4035","wes",1,"Google Home"
"4036","westlake",1,"Google Home"
"4037","whee",1,"Google Home"
"4038","whitaker's",1,"Google Home"
"4039","whiteboard",1,"Google Home"
"4040","whitespark",1,"Google Home"
"4041","whojbyvnct",1,"Google Home"
"4042","whopper",1,"Google Home"
"4043","whydontyoutube",1,"Google Home"
"4044","wildlife",1,"Google Home"
"4045","wiley",1,"Google Home"
"4046","winemaking",1,"Google Home"
"4047","wing",1,"Google Home"
"4048","wink",1,"Google Home"
"4049","wins",1,"Google Home"
"4050","winwardo",1,"Google Home"
"4051","wiped",1,"Google Home"
"4052","wire",1,"Google Home"
"4053","wiretaps",1,"Google Home"
"4054","wis",1,"Google Home"
"4055","wizardry",1,"Google Home"
"4056","wizards",1,"Google Home"
"4057","wk",1,"Google Home"
"4058","wnhgrbeebo",1,"Google Home"
"4059","woofers",1,"Google Home"
"4060","workforce",1,"Google Home"
"4061","workplace",1,"Google Home"
"4062","world's",1,"Google Home"
"4063","worldquant",1,"Google Home"
"4064","worries",1,"Google Home"
"4065","worth",1,"Google Home"
"4066","worthwhile",1,"Google Home"
"4067","woww",1,"Google Home"
"4068","woxxfkwelt",1,"Google Home"
"4069","wpwylzeyda",1,"Google Home"
"4070","wrench",1,"Google Home"
"4071","wrestling",1,"Google Home"
"4072","wright",1,"Google Home"
"4073","writ",1,"Google Home"
"4074","written",1,"Google Home"
"4075","wrong",1,"Google Home"
"4076","wtf",1,"Google Home"
"4077","wtwujzscut",1,"Google Home"
"4078","wuzfdevqng",1,"Google Home"
"4079","wyoming",1,"Google Home"
"4080","wyqaxxhlgm",1,"Google Home"
"4081","wzerthnbrt",1,"Google Home"
"4082","xdknncsvuq",1,"Google Home"
"4083","xdlaeorjch",1,"Google Home"
"4084","xenoblade",1,"Google Home"
"4085","xhdwroiadf",1,"Google Home"
"4086","xjbulypuci",1,"Google Home"
"4087","xjpmbndoit",1,"Google Home"
"4088","xl",1,"Google Home"
"4089","xlhuryhzah",1,"Google Home"
"4090","xothzhzmgb",1,"Google Home"
"4091","xperia",1,"Google Home"
"4092","xpqaxbsqyk",1,"Google Home"
"4093","xrddjgcvsj",1,"Google Home"
"4094","xumjktsqic",1,"Google Home"
"4095","xvmsgdyfiv",1,"Google Home"
"4096","xvvykiswas",1,"Google Home"
"4097","xxmoqaugyg",1,"Google Home"
"4098","xzuvwskibi",1,"Google Home"
"4099","yahoo",1,"Google Home"
"4100","yall",1,"Google Home"
"4101","yankees",1,"Google Home"
"4102","yap",1,"Google Home"
"4103","ycgzrhqzee",1,"Google Home"
"4104","ycombinator",1,"Google Home"
"4105","ye",1,"Google Home"
"4106","yelp",1,"Google Home"
"4107","yesterday",1,"Google Home"
"4108","yikes",1,"Google Home"
"4109","yknow",1,"Google Home"
"4110","ylqciwjljx",1,"Google Home"
"4111","ylrtbtbkyh",1,"Google Home"
"4112","ymmv",1,"Google Home"
"4113","ynqvvpavih",1,"Google Home"
"4114","yorke",1,"Google Home"
"4115","youre",1,"Google Home"
"4116","yqmrrorjxg",1,"Google Home"
"4117","ytpcfrfgtd",1,"Google Home"
"4118","yughlzaafo",1,"Google Home"
"4119","yulocgkqfo",1,"Google Home"
"4120","yup",1,"Google Home"
"4121","yuqhrbnazh",1,"Google Home"
"4122","yuswmtedei",1,"Google Home"
"4123","yvzbsdsagj",1,"Google Home"
"4124","yxijrlnkxc",1,"Google Home"
"4125","yxrfpktsko",1,"Google Home"
"4126","yygioklxzl",1,"Google Home"
"4127","yyqhhybwlg",1,"Google Home"
"4128","za",1,"Google Home"
"4129","zana",1,"Google Home"
"4130","zanele",1,"Google Home"
"4131","zclpsgkrua",1,"Google Home"
"4132","zealand",1,"Google Home"
"4133","zfwnbxkjts",1,"Google Home"
"4134","zgaisrapbl",1,"Google Home"
"4135","zgjgzdwkmv",1,"Google Home"
"4136","zmacprvvox",1,"Google Home"
"4137","zmzxgfoxnh",1,"Google Home"
"4138","znvzxangfy",1,"Google Home"
"4139","zone",1,"Google Home"
"4140","ztjcjnrlea",1,"Google Home"
"4141","zxqncsmecz",1,"Google Home"
"4142","zyvuxxktji",1,"Google Home"
"4143","apple",1890,"Apple Home"
"4144","homepod",1870,"Apple Home"
"4145","win",1016,"Apple Home"
"4146","giving",971,"Apple Home"
"4147","enter",957,"Apple Home"
"4148","gleamapp",914,"Apple Home"
"4149","lucky",853,"Apple Home"
"4150","winner",853,"Apple Home"
"4151","home",306,"Apple Home"
"4152","cnet",263,"Apple Home"
"4153","apple's",226,"Apple Home"
"4154","siri",220,"Apple Home"
"4155","audio",173,"Apple Home"
"4156","questions",171,"Apple Home"
"4157","future",165,"Apple Home"
"4158","google",142,"Apple Home"
"4159","speaker",125,"Apple Home"
"4160","date",108,"Apple Home"
"4161","price",107,"Apple Home"
"4162","specs",104,"Apple Home"
"4163","bugs",103,"Apple Home"
"4164","shazam",103,"Apple Home"
"4165","launch",98,"Apple Home"
"4166","wtf",95,"Apple Home"
"4167","light",94,"Apple Home"
"4168","wrong",94,"Apple Home"
"4169","seoulbrother",93,"Apple Home"
"4170","delay",90,"Apple Home"
"4171","news",83,"Apple Home"
"4172","max",72,"Apple Home"
"4173","amazon",71,"Apple Home"
"4174","smart",70,"Apple Home"
"4175","echo",68,"Apple Home"
"4176","appleinsider",64,"Apple Home"
"4177","applenews",64,"Apple Home"
"4178","idrop",57,"Apple Home"
"4179","google's",55,"Apple Home"
"4180","release",55,"Apple Home"
"4181","identifying",54,"Apple Home"
"4182","songs",54,"Apple Home"
"4183","october",50,"Apple Home"
"4184","sale",50,"Apple Home"
"4185","chance",45,"Apple Home"
"4186","idropnews",45,"Apple Home"
"4187","launched",43,"Apple Home"
"4188","attack",42,"Apple Home"
"4189","preemptive",42,"Apple Home"
"4190","music",34,"Apple Home"
"4191","tech",34,"Apple Home"
"4192","aapl",33,"Apple Home"
"4193","company",32,"Apple Home"
"4194","amp",31,"Apple Home"
"4195","danieleran",30,"Apple Home"
"4196","sonos",28,"Apple Home"
"4197","dsp",27,"Apple Home"
"4198","alexa",26,"Apple Home"
"4199","phil",25,"Apple Home"
"4200","delayed",24,"Apple Home"
"4201","schiller",24,"Apple Home"
"4202","id",23,"Apple Home"
"4203","macworld",23,"Apple Home"
"4204","buy",22,"Apple Home"
"4205","http",22,"Apple Home"
"4206","bad",20,"Apple Home"
"4207","davidpapp",20,"Apple Home"
"4208","video",20,"Apple Home"
"4209","christmas",17,"Apple Home"
"4210","talks",17,"Apple Home"
"4211","wait",17,"Apple Home"
"4212","buying",16,"Apple Home"
"4213","feels",16,"Apple Home"
"4214","powered",16,"Apple Home"
"4215","tv",15,"Apple Home"
"4216","december",14,"Apple Home"
"4217","privacy",14,"Apple Home"
"4218","version",14,"Apple Home"
"4219","data",13,"Apple Home"
"4220","iphone",13,"Apple Home"
"4221","microsoft",13,"Apple Home"
"4222","released",13,"Apple Home"
"4223","time",13,"Apple Home"
"4224","concerns",12,"Apple Home"
"4225","delays",12,"Apple Home"
"4226","edited",12,"Apple Home"
"4227","interview",12,"Apple Home"
"4228","listing",12,"Apple Home"
"4229","lrajiugwfb",12,"Apple Home"
"4230","market",12,"Apple Home"
"4231","press",12,"Apple Home"
"4232","pulled",12,"Apple Home"
"4233","replaced",12,"Apple Home"
"4234","strings",12,"Apple Home"
"4235","url",12,"Apple Home"
"4236","expected",11,"Apple Home"
"4237","holiday",11,"Apple Home"
"4238","homepods",11,"Apple Home"
"4239","lol",11,"Apple Home"
"4240","marketing",11,"Apple Home"
"4241","michaelsteeber",11,"Apple Home"
"4242","answer",10,"Apple Home"
"4243","devices",10,"Apple Home"
"4244","hagdmcaidm",10,"Apple Home"
"4245","jjzpdegogd",10,"Apple Home"
"4246","khusgsevgo",10,"Apple Home"
"4247","qurepkgkfj",10,"Apple Home"
"4248","technology",10,"Apple Home"
"4249","theloop",10,"Apple Home"
"4250","app",9,"Apple Home"
"4251","ewmrnqifqz",9,"Apple Home"
"4252","forgot",9,"Apple Home"
"4253","game",9,"Apple Home"
"4254","hard",9,"Apple Home"
"4255","homemax",9,"Apple Home"
"4256","leaks",9,"Apple Home"
"4257","lhdfviinmm",9,"Apple Home"
"4258","mini",9,"Apple Home"
"4259","pro",9,"Apple Home"
"4260","pushes",9,"Apple Home"
"4261","remove",9,"Apple Home"
"4262","screen",9,"Apple Home"
"4263","speakers",9,"Apple Home"
"4264","voice",9,"Apple Home"
"4265","bzamayo",8,"Apple Home"
"4266","cnetnews",8,"Apple Home"
"4267","dzuz",8,"Apple Home"
"4268","embalajedigital",8,"Apple Home"
"4269","episode",8,"Apple Home"
"4270","family",8,"Apple Home"
"4271","february",8,"Apple Home"
"4272","focuses",8,"Apple Home"
"4273","imac",8,"Apple Home"
"4274","inflicted",8,"Apple Home"
"4275","integration",8,"Apple Home"
"4276","jahsgcwygp",8,"Apple Home"
"4277","lessons",8,"Apple Home"
"4278","lrajitzlnd",8,"Apple Home"
"4279","otmeybvmta",8,"Apple Home"
"4280","pick",8,"Apple Home"
"4281","smarter",8,"Apple Home"
"4282","sonos's",8,"Apple Home"
"4283","upcoming",8,"Apple Home"
"4284","waiting",8,"Apple Home"
"4285","yogaarmy",8,"Apple Home"
"4286","zune",8,"Apple Home"
"4287","assistant",7,"Apple Home"
"4288","attractive",7,"Apple Home"
"4289","decanter",7,"Apple Home"
"4290","del",7,"Apple Home"
"4291","funnier",7,"Apple Home"
"4292","ghxvdiokwx",7,"Apple Home"
"4293","giveaway",7,"Apple Home"
"4294","ios",7,"Apple Home"
"4295","iot",7,"Apple Home"
"4296","jim",7,"Apple Home"
"4297","life",7,"Apple Home"
"4298","love",7,"Apple Home"
"4299","mkbhd",7,"Apple Home"
"4300","post",7,"Apple Home"
"4301","products",7,"Apple Home"
"4302","ready",7,"Apple Home"
"4303","search",7,"Apple Home"
"4304","shared",7,"Apple Home"
"4305","sound",7,"Apple Home"
"4306","tgtnelaktw",7,"Apple Home"
"4307","true",7,"Apple Home"
"4308","whwrucvfck",7,"Apple Home"
"4309","wireless",7,"Apple Home"
"4310","world",7,"Apple Home"
"4311","amazon's",6,"Apple Home"
"4312","change",6,"Apple Home"
"4313","competitors",6,"Apple Home"
"4314","developers",6,"Apple Home"
"4315","failure",6,"Apple Home"
"4316","hcouxqlgff",6,"Apple Home"
"4317","hey",6,"Apple Home"
"4318","hol",6,"Apple Home"
"4319","ipad",6,"Apple Home"
"4320","keithcash",6,"Apple Home"
"4321","living",6,"Apple Home"
"4322","missed",6,"Apple Home"
"4323","opinion",6,"Apple Home"
"4324","party",6,"Apple Home"
"4325","plan",6,"Apple Home"
"4326","read",6,"Apple Home"
"4327","releasing",6,"Apple Home"
"4328","review",6,"Apple Home"
"4329","support",6,"Apple Home"
"4330","acquisition",5,"Apple Home"
"4331","adding",5,"Apple Home"
"4332","airpods",5,"Apple Home"
"4333","amazonecho",5,"Apple Home"
"4334","applesliceau",5,"Apple Home"
"4335","beam's",5,"Apple Home"
"4336","blog",5,"Apple Home"
"4337","changer",5,"Apple Home"
"4338","committed",5,"Apple Home"
"4339","competitor",5,"Apple Home"
"4340","corps",5,"Apple Home"
"4341","cpquhoebwz",5,"Apple Home"
"4342","daily",5,"Apple Home"
"4343","enable",5,"Apple Home"
"4344","enderle",5,"Apple Home"
"4345","ep",5,"Apple Home"
"4346","fear",5,"Apple Home"
"4347","feel",5,"Apple Home"
"4348","focus",5,"Apple Home"
"4349","hands",5,"Apple Home"
"4350","interiordesign",5,"Apple Home"
"4351","izyjvvogdl",5,"Apple Home"
"4352","javascript",5,"Apple Home"
"4353","learned",5,"Apple Home"
"4354","leaves",5,"Apple Home"
"4355","mac",5,"Apple Home"
"4356","macos",5,"Apple Home"
"4357","miners",5,"Apple Home"
"4358","move",5,"Apple Home"
"4359","notorious",5,"Apple Home"
"4360","play",5,"Apple Home"
"4361","proper",5,"Apple Home"
"4362","quality",5,"Apple Home"
"4363","selling",5,"Apple Home"
"4364","site",5,"Apple Home"
"4365","sold",5,"Apple Home"
"4366","sparked",5,"Apple Home"
"4367","spotify",5,"Apple Home"
"4368","stink",5,"Apple Home"
"4369","watch",5,"Apple Home"
"4370","yxynngdymd",5,"Apple Home"
"4371","acquire",4,"Apple Home"
"4372","ad",4,"Apple Home"
"4373","ahead",4,"Apple Home"
"4374","ai",4,"Apple Home"
"4375","anttiviljami",4,"Apple Home"
"4376","applemusic",4,"Apple Home"
"4377","applenws",4,"Apple Home"
"4378","appletv",4,"Apple Home"
"4379","ar",4,"Apple Home"
"4380","architecture",4,"Apple Home"
"4381","beats",4,"Apple Home"
"4382","brought",4,"Apple Home"
"4383","charge",4,"Apple Home"
"4384","continuing",4,"Apple Home"
"4385","deco",4,"Apple Home"
"4386","digitalmarketing",4,"Apple Home"
"4387","discount",4,"Apple Home"
"4388","existentialenso",4,"Apple Home"
"4389","expensive",4,"Apple Home"
"4390","extend",4,"Apple Home"
"4391","fast",4,"Apple Home"
"4392","fastcompany",4,"Apple Home"
"4393","features",4,"Apple Home"
"4394","gonna",4,"Apple Home"
"4395","heard",4,"Apple Home"
"4396","hmm",4,"Apple Home"
"4397","hold",4,"Apple Home"
"4398","homekit",4,"Apple Home"
"4399","iphones",4,"Apple Home"
"4400","makes",4,"Apple Home"
"4401","massive",4,"Apple Home"
"4402","miss",4,"Apple Home"
"4403","pocalypse",4,"Apple Home"
"4404","possibilities",4,"Apple Home"
"4405","pretty",4,"Apple Home"
"4406","published",4,"Apple Home"
"4407","reason",4,"Apple Home"
"4408","shaam",4,"Apple Home"
"4409","shoppers",4,"Apple Home"
"4410","shud",4,"Apple Home"
"4411","skeptical",4,"Apple Home"
"4412","speake",4,"Apple Home"
"4413","speculate",4,"Apple Home"
"4414","spot",4,"Apple Home"
"4415","startup",4,"Apple Home"
"4416","story",4,"Apple Home"
"4417","surviving",4,"Apple Home"
"4418","times",4,"Apple Home"
"4419","tree",4,"Apple Home"
"4420","wrote",4,"Apple Home"
"4421","xbox",4,"Apple Home"
"4422","youtube",4,"Apple Home"
"4423","absolutely",3,"Apple Home"
"4424","accessories",3,"Apple Home"
"4425","acquires",3,"Apple Home"
"4426","acquiring",3,"Apple Home"
"4427","add",3,"Apple Home"
"4428","agree",3,"Apple Home"
"4429","announced",3,"Apple Home"
"4430","assistants",3,"Apple Home"
"4431","australian",3,"Apple Home"
"4432","avoided",3,"Apple Home"
"4433","bit",3,"Apple Home"
"4434","boom",3,"Apple Home"
"4435","bummed",3,"Apple Home"
"4436","byodpodcast",3,"Apple Home"
"4437","check",3,"Apple Home"
"4438","coming",3,"Apple Home"
"4439","compete",3,"Apple Home"
"4440","cup",3,"Apple Home"
"4441","deeper",3,"Apple Home"
"4442","delaying",3,"Apple Home"
"4443","directly",3,"Apple Home"
"4444","disclosure",3,"Apple Home"
"4445","earth",3,"Apple Home"
"4446","engelbrechtd",3,"Apple Home"
"4447","entrants",3,"Apple Home"
"4448","examples",3,"Apple Home"
"4449","fbojjkumhk",3,"Apple Home"
"4450","feet",3,"Apple Home"
"4451","fifa",3,"Apple Home"
"4452","fire",3,"Apple Home"
"4453","firmware",3,"Apple Home"
"4454","freerunnering",3,"Apple Home"
"4455","frightful",3,"Apple Home"
"4456","gadget",3,"Apple Home"
"4457","gadgets",3,"Apple Home"
"4458","granted",3,"Apple Home"
"4459","grow",3,"Apple Home"
"4460","guess",3,"Apple Home"
"4461","hate",3,"Apple Home"
"4462","highlights",3,"Apple Home"
"4463","hits",3,"Apple Home"
"4464","huge",3,"Apple Home"
"4465","installing",3,"Apple Home"
"4466","integrate",3,"Apple Home"
"4467","introduced",3,"Apple Home"
"4468","isn",3,"Apple Home"
"4469","itrtg",3,"Apple Home"
"4470","itunes",3,"Apple Home"
"4471","ixmjyprtoc",3,"Apple Home"
"4472","jdalrymple",3,"Apple Home"
"4473","listen",3,"Apple Home"
"4474","live",3,"Apple Home"
"4475","marzbargaming",3,"Apple Home"
"4476","means",3,"Apple Home"
"4477","million",3,"Apple Home"
"4478","mistakes",3,"Apple Home"
"4479","monday",3,"Apple Home"
"4480","neiltwitz",3,"Apple Home"
"4481","nice",3,"Apple Home"
"4482","oculus",3,"Apple Home"
"4483","ohmdee",3,"Apple Home"
"4484","originally",3,"Apple Home"
"4485","pay",3,"Apple Home"
"4486","people",3,"Apple Home"
"4487","podcast",3,"Apple Home"
"4488","podernfamily",3,"Apple Home"
"4489","postpones",3,"Apple Home"
"4490","potentially",3,"Apple Home"
"4491","product",3,"Apple Home"
"4492","project",3,"Apple Home"
"4493","pymnts",3,"Apple Home"
"4494","question",3,"Apple Home"
"4495","radio",3,"Apple Home"
"4496","reading",3,"Apple Home"
"4497","real",3,"Apple Home"
"4498","relevant",3,"Apple Home"
"4499","resiliency",3,"Apple Home"
"4500","revive",3,"Apple Home"
"4501","samsung",3,"Apple Home"
"4502","scorched",3,"Apple Home"
"4503","security",3,"Apple Home"
"4504","seeking",3,"Apple Home"
"4505","shit",3,"Apple Home"
"4506","smartness",3,"Apple Home"
"4507","started",3,"Apple Home"
"4508","supposed",3,"Apple Home"
"4509","tailosivetech",3,"Apple Home"
"4510","techguideke",3,"Apple Home"
"4511","thecheckedshirt",3,"Apple Home"
"4512","tough",3,"Apple Home"
"4513","trust",3,"Apple Home"
"4514","update",3,"Apple Home"
"4515","vr",3,"Apple Home"
"4516","warning",3,"Apple Home"
"4517","yeah",3,"Apple Home"
"4518","zloiluoysr",3,"Apple Home"
"4519","accurate",2,"Apple Home"
"4520","airplay",2,"Apple Home"
"4521","alas",2,"Apple Home"
"4522","allappleleaks",2,"Apple Home"
"4523","android",2,"Apple Home"
"4524","anhtnguyen",2,"Apple Home"
"4525","announcements",2,"Apple Home"
"4526","apollozac",2,"Apple Home"
"4527","appeal",2,"Apple Home"
"4528","applepencil",2,"Apple Home"
"4529","apples",2,"Apple Home"
"4530","appletownsquare",2,"Apple Home"
"4531","appleupdate",2,"Apple Home"
"4532","apps",2,"Apple Home"
"4533","article",2,"Apple Home"
"4534","assume",2,"Apple Home"
"4535","attention",2,"Apple Home"
"4536","ayltvgoydi",2,"Apple Home"
"4537","basic",2,"Apple Home"
"4538","beat",2,"Apple Home"
"4539","beatsbydre",2,"Apple Home"
"4540","beef",2,"Apple Home"
"4541","bloomberg",2,"Apple Home"
"4542","bought",2,"Apple Home"
"4543","briantong",2,"Apple Home"
"4544","byte",2,"Apple Home"
"4545","camera",2,"Apple Home"
"4546","canada",2,"Apple Home"
"4547","cancelled",2,"Apple Home"
"4548","care",2,"Apple Home"
"4549","ces",2,"Apple Home"
"4550","chicago",2,"Apple Home"
"4551","colecubelic",2,"Apple Home"
"4552","compare",2,"Apple Home"
"4553","compatible",2,"Apple Home"
"4554","competition",2,"Apple Home"
"4555","con",2,"Apple Home"
"4556","content",2,"Apple Home"
"4557","cope",2,"Apple Home"
"4558","davemark",2,"Apple Home"
"4559","debuts",2,"Apple Home"
"4560","design",2,"Apple Home"
"4561","digital",2,"Apple Home"
"4562","dutch",2,"Apple Home"
"4563","ecosystem",2,"Apple Home"
"4564","eeeajrljhn",2,"Apple Home"
"4565","effort",2,"Apple Home"
"4566","enabled",2,"Apple Home"
"4567","enters",2,"Apple Home"
"4568","entrepreneur",2,"Apple Home"
"4569","expect",2,"Apple Home"
"4570","extension",2,"Apple Home"
"4571","fails",2,"Apple Home"
"4572","feed",2,"Apple Home"
"4573","finally",2,"Apple Home"
"4574","focused",2,"Apple Home"
"4575","geekwire",2,"Apple Home"
"4576","generation",2,"Apple Home"
"4577","giant",2,"Apple Home"
"4578","greentech",2,"Apple Home"
"4579","gswbsbnqnv",2,"Apple Home"
"4580","hanukkah",2,"Apple Home"
"4581","hater",2,"Apple Home"
"4582","hdr",2,"Apple Home"
"4583","head",2,"Apple Home"
"4584","hole",2,"Apple Home"
"4585","holidays",2,"Apple Home"
"4586","hom",2,"Apple Home"
"4587","homeaudio",2,"Apple Home"
"4588","honestly",2,"Apple Home"
"4589","hopes",2,"Apple Home"
"4590","hpctsdjqkj",2,"Apple Home"
"4591","implications",2,"Apple Home"
"4592","improvements",2,"Apple Home"
"4593","innovation",2,"Apple Home"
"4594","inside",2,"Apple Home"
"4595","insider",2,"Apple Home"
"4596","insig",2,"Apple Home"
"4597","integrated",2,"Apple Home"
"4598","internet",2,"Apple Home"
"4599","iphonefanclubs",2,"Apple Home"
"4600","jahsgcfnph",2,"Apple Home"
"4601","jasonkneen",2,"Apple Home"
"4602","jonyiveparody",2,"Apple Home"
"4603","jsnell",2,"Apple Home"
"4604","justin",2,"Apple Home"
"4605","keeping",2,"Apple Home"
"4606","land",2,"Apple Home"
"4607","leak",2,"Apple Home"
"4608","letdowns",2,"Apple Home"
"4609","lights",2,"Apple Home"
"4610","link",2,"Apple Home"
"4611","listening",2,"Apple Home"
"4612","locked",2,"Apple Home"
"4613","lt",2,"Apple Home"
"4614","macbook",2,"Apple Home"
"4615","macemergency",2,"Apple Home"
"4616","money",2,"Apple Home"
"4617","month",2,"Apple Home"
"4618","months",2,"Apple Home"
"4619","moved",2,"Apple Home"
"4620","msdtechnews",2,"Apple Home"
"4621","multiple",2,"Apple Home"
"4622","niduwcogks",2,"Apple Home"
"4623","nigeriatodayng",2,"Apple Home"
"4624","nlms",2,"Apple Home"
"4625","opportunity",2,"Apple Home"
"4626","overcommitment",2,"Apple Home"
"4627","overtly",2,"Apple Home"
"4628","perfect",2,"Apple Home"
"4629","pheras",2,"Apple Home"
"4630","plans",2,"Apple Home"
"4631","poor",2,"Apple Home"
"4632","powerful",2,"Apple Home"
"4633","pre",2,"Apple Home"
"4634","prime",2,"Apple Home"
"4635","probab",2,"Apple Home"
"4636","putinsmypapi",2,"Apple Home"
"4637","q's",2,"Apple Home"
"4638","qi",2,"Apple Home"
"4639","range",2,"Apple Home"
"4640","raymondtree",2,"Apple Home"
"4641","realtime",2,"Apple Home"
"4642","recognition",2,"Apple Home"
"4643","refuse",2,"Apple Home"
"4644","releases",2,"Apple Home"
"4645","repair",2,"Apple Home"
"4646","reportedly",2,"Apple Home"
"4647","revealed",2,"Apple Home"
"4648","reviews",2,"Apple Home"
"4649","revived",2,"Apple Home"
"4650","rift",2,"Apple Home"
"4651","sad",2,"Apple Home"
"4652","sales",2,"Apple Home"
"4653","scary",2,"Apple Home"
"4654","sellout",2,"Apple Home"
"4655","send",2,"Apple Home"
"4656","sense",2,"Apple Home"
"4657","service",2,"Apple Home"
"4658","services",2,"Apple Home"
"4659","shaped",2,"Apple Home"
"4660","simonhelyar",2,"Apple Home"
"4661","smarthome",2,"Apple Home"
"4662","smashtastic",2,"Apple Home"
"4663","software",2,"Apple Home"
"4664","song",2,"Apple Home"
"4665","sp",2,"Apple Home"
"4666","spe",2,"Apple Home"
"4667","speakerthat",2,"Apple Home"
"4668","startups",2,"Apple Home"
"4669","staying",2,"Apple Home"
"4670","strato",2,"Apple Home"
"4671","stresses",2,"Apple Home"
"4672","subscription",2,"Apple Home"
"4673","table",2,"Apple Home"
"4674","talk",2,"Apple Home"
"4675","talking",2,"Apple Home"
"4676","tall",2,"Apple Home"
"4677","tbonegallagher",2,"Apple Home"
"4678","tbpxhlkzuq",2,"Apple Home"
"4679","technews",2,"Apple Home"
"4680","techspective",2,"Apple Home"
"4681","telecom",2,"Apple Home"
"4682","there'll",2,"Apple Home"
"4683","thinking",2,"Apple Home"
"4684","tls",2,"Apple Home"
"4685","told",2,"Apple Home"
"4686","trademark",2,"Apple Home"
"4687","training",2,"Apple Home"
"4688","tribune",2,"Apple Home"
"4689","ubergizmo",2,"Apple Home"
"4690","um",2,"Apple Home"
"4691","users",2,"Apple Home"
"4692","vcthzrpvkv",2,"Apple Home"
"4693","verge",2,"Apple Home"
"4694","vision",2,"Apple Home"
"4695","white",2,"Apple Home"
"4696","whodvkoysq",2,"Apple Home"
"4697","wife",2,"Apple Home"
"4698","wondering",2,"Apple Home"
"4699","worst",2,"Apple Home"
"4700","ww",2,"Apple Home"
"4701","wwdc",2,"Apple Home"
"4702","xwjwzztvtv",2,"Apple Home"
"4703","yea",2,"Apple Home"
"4704","yobhhwcxjw",2,"Apple Home"
"4705","yylmxcetsl",2,"Apple Home"
"4706","yzzsptlekc",2,"Apple Home"
"4707","abrams",1,"Apple Home"
"4708","acainreed",1,"Apple Home"
"4709","access",1,"Apple Home"
"4710","accounts",1,"Apple Home"
